#cnt bytes time_avg time_min bandwidth
4676 37408 5.37361e-05 5.23925e-05 7.13996e+08
4681 37448 5.35625e-05 5.24402e-05 7.14109e+08
4686 37488 5.34602e-05 5.24998e-05 7.1406e+08
4691 37528 5.37119e-05 5.24998e-05 7.14822e+08
4696 37568 5.35806e-05 5.24998e-05 7.15584e+08
4701 37608 5.3705e-05 5.24998e-05 7.16346e+08
4706 37648 5.3701e-05 5.25475e-05 7.16457e+08
4711 37688 5.60985e-05 5.28455e-05 7.13174e+08
4716 37728 5.58025e-05 5.28097e-05 7.14414e+08
4721 37768 5.57669e-05 5.27024e-05 7.16627e+08
4726 37808 5.58887e-05 5.29051e-05 7.14638e+08
4731 37848 5.56678e-05 5.26428e-05 7.18958e+08
4736 37888 5.59959e-05 5.27978e-05 7.17606e+08
4741 37928 5.56916e-05 5.27024e-05 7.19663e+08
4746 37968 5.58826e-05 5.28932e-05 7.17824e+08
4751 38008 5.62805e-05 5.29051e-05 7.18419e+08
4756 38048 5.58511e-05 5.28932e-05 7.19337e+08
4761 38088 5.57334e-05 5.26905e-05 7.22863e+08
4766 38128 5.58236e-05 5.30005e-05 7.1939e+08
4771 38168 5.6374e-05 5.31077e-05 7.1869e+08
4776 38208 5.62136e-05 5.32031e-05 7.18154e+08
4781 38248 5.64464e-05 5.31912e-05 7.19067e+08
4786 38288 5.67061e-05 5.33938e-05 7.17086e+08
4791 38328 5.68475e-05 5.32508e-05 7.19764e+08
4796 38368 5.62719e-05 5.33462e-05 7.19227e+08
4801 38408 5.63307e-05 5.33581e-05 7.19816e+08
4806 38448 5.6488e-05 5.34415e-05 7.19441e+08
4811 38488 5.64078e-05 5.35011e-05 7.19387e+08
4816 38528 5.59371e-05 5.34058e-05 7.2142e+08
4821 38568 5.60247e-05 5.35965e-05 7.19599e+08
4826 38608 5.62578e-05 5.36442e-05 7.19705e+08
4831 38648 5.65976e-05 5.35965e-05 7.21092e+08
4836 38688 5.72677e-05 5.37992e-05 7.19119e+08
4841 38728 5.67892e-05 5.38945e-05 7.18589e+08
4846 38768 5.75141e-05 5.40018e-05 7.17902e+08
4851 38808 5.83427e-05 5.40018e-05 7.18643e+08
4856 38848 5.72661e-05 5.40972e-05 7.18115e+08
4861 38888 5.79021e-05 5.42998e-05 7.16172e+08
4866 38928 5.69531e-05 5.42521e-05 7.17538e+08
4871 38968 5.71586e-05 5.42521e-05 7.18276e+08
4876 39008 5.74235e-05 5.43475e-05 7.17751e+08
4881 39048 5.80636e-05 5.43475e-05 7.18487e+08
4886 39088 5.79163e-05 5.43475e-05 7.19223e+08
4891 39128 5.74731e-05 5.42998e-05 7.20592e+08
4896 39168 5.73575e-05 5.42998e-05 7.21328e+08
4901 39208 5.6975e-05 5.42045e-05 7.23335e+08
4906 39248 5.82546e-05 5.45502e-05 7.19484e+08
4911 39288 5.73834e-05 5.42521e-05 7.24174e+08
4916 39328 5.7034e-05 5.43952e-05 7.23005e+08
4921 39368 5.68639e-05 5.43952e-05 7.2374e+08
4926 39408 5.61339e-05 5.43475e-05 7.25111e+08
4931 39448 5.56861e-05 5.43475e-05 7.25847e+08
4936 39488 5.52431e-05 5.43475e-05 7.26583e+08
4941 39528 5.50056e-05 5.42998e-05 7.27958e+08
4946 39568 5.5178e-05 5.44071e-05 7.27258e+08
4951 39608 5.52526e-05 5.42521e-05 7.30072e+08
4956 39648 5.52417e-05 5.44071e-05 7.28728e+08
4961 39688 5.54731e-05 5.45025e-05 7.28187e+08
4966 39728 5.53225e-05 5.45502e-05 7.28284e+08
4971 39768 5.55046e-05 5.45502e-05 7.29017e+08
4976 39808 5.5459e-05 5.44548e-05 7.31028e+08
4981 39848 5.53536e-05 5.45979e-05 7.29846e+08
4986 39888 5.5235e-05 5.45979e-05 7.30578e+08
4991 39928 5.5477e-05 5.45502e-05 7.3195e+08
4996 39968 5.53291e-05 5.46932e-05 7.30767e+08
